,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents Advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Age Category,Interested in Math,Interested in Pets
195,5.0,1.0,4.0,3.0,1.0,1.0,5.0,3.0,Sometimes,few hours a day,2.0,19.0,1.0,male,city,Less than 21,False,No
196,5.0,3.0,5.0,4.0,1.0,1.0,4.0,2.0,Sometimes,few hours a day,4.0,20.0,0.0,female,city,Less than 21,False,No
197,5.0,1.0,5.0,2.0,1.0,4.0,4.0,3.0,Often,few hours a day,3.0,22.0,0.0,female,city,21+,True,Yes
198,5.0,2.0,3.0,4.0,1.0,4.0,5.0,1.0,Rarely,few hours a day,1.0,20.0,1.0,male,village,Less than 21,True,Yes
199,5.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,Rarely,less than an hour a day,1.0,21.0,1.0,male,village,21+,True,Yes
200,4.0,2.0,5.0,3.0,1.0,5.0,1.0,5.0,Rarely,most of the day,4.0,21.0,2.0,male,city,21+,False,Yes
201,5.0,2.0,5.0,4.0,1.0,5.0,1.0,3.0,Often,few hours a day,2.0,18.0,0.0,,village,Less than 21,False,Yes
202,5.0,4.0,5.0,2.0,1.0,4.0,4.0,3.0,Rarely,few hours a day,3.0,15.0,0.0,male,city,Less than 21,False,Yes
203,5.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,Sometimes,few hours a day,3.0,19.0,1.0,female,city,Less than 21,False,Yes
204,5.0,1.0,5.0,1.0,4.0,3.0,4.0,3.0,Sometimes,few hours a day,3.0,24.0,1.0,female,city,21+,False,Yes
205,5.0,1.0,5.0,5.0,1.0,2.0,1.0,3.0,Often,few hours a day,5.0,19.0,1.0,female,city,Less than 21,False,No
206,5.0,1.0,5.0,5.0,4.0,3.0,3.0,3.0,Rarely,few hours a day,4.0,25.0,3.0,male,village,21+,False,Yes
207,5.0,1.0,5.0,5.0,1.0,5.0,5.0,4.0,Often,few hours a day,4.0,20.0,1.0,female,city,Less than 21,False,Yes
208,5.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,Sometimes,less than an hour a day,1.0,19.0,2.0,female,village,Less than 21,False,Yes
209,5.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,Rarely,few hours a day,5.0,21.0,1.0,male,village,21+,False,Yes
210,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,Always,few hours a day,3.0,23.0,2.0,male,village,21+,False,Yes
211,5.0,4.0,5.0,1.0,1.0,4.0,5.0,3.0,Often,few hours a day,2.0,21.0,1.0,female,village,21+,False,Yes
212,5.0,2.0,5.0,5.0,5.0,1.0,4.0,2.0,Sometimes,most of the day,3.0,20.0,1.0,male,city,Less than 21,True,No
213,5.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,Often,few hours a day,5.0,20.0,1.0,female,village,Less than 21,False,Yes
214,4.0,1.0,5.0,4.0,3.0,3.0,5.0,4.0,Sometimes,less than an hour a day,3.0,18.0,3.0,female,city,Less than 21,False,Yes
215,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,Sometimes,few hours a day,1.0,27.0,2.0,male,city,21+,False,No
216,5.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,Sometimes,few hours a day,3.0,17.0,0.0,female,city,Less than 21,False,No
217,5.0,2.0,5.0,2.0,2.0,5.0,5.0,3.0,Never,few hours a day,3.0,19.0,1.0,female,village,Less than 21,False,Yes
218,5.0,3.0,5.0,2.0,2.0,5.0,1.0,4.0,Often,few hours a day,2.0,18.0,2.0,male,village,Less than 21,False,Yes
219,5.0,5.0,5.0,5.0,1.0,,1.0,2.0,Always,less than an hour a day,,26.0,1.0,male,city,21+,False,
220,5.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,Often,few hours a day,2.0,18.0,2.0,male,village,Less than 21,False,Yes
221,5.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,Rarely,few hours a day,1.0,30.0,2.0,male,city,21+,False,Yes
222,5.0,1.0,5.0,2.0,2.0,1.0,2.0,5.0,Often,few hours a day,4.0,24.0,1.0,female,city,21+,False,No
223,5.0,2.0,5.0,4.0,3.0,5.0,1.0,2.0,Rarely,few hours a day,4.0,20.0,0.0,female,village,Less than 21,False,Yes
224,5.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,Rarely,few hours a day,4.0,20.0,1.0,male,village,Less than 21,False,No
225,5.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,Sometimes,few hours a day,3.0,20.0,1.0,male,village,Less than 21,True,Yes
226,5.0,3.0,5.0,2.0,1.0,5.0,1.0,5.0,Often,few hours a day,3.0,25.0,1.0,,village,21+,True,Yes
227,5.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,Rarely,few hours a day,2.0,19.0,3.0,female,village,Less than 21,True,Yes
228,4.0,2.0,5.0,3.0,3.0,5.0,1.0,3.0,Often,few hours a day,5.0,20.0,2.0,female,village,Less than 21,False,Yes
229,4.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,Often,few hours a day,1.0,21.0,5.0,male,village,21+,False,No
230,5.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,Often,few hours a day,3.0,19.0,1.0,female,village,Less than 21,False,Yes
231,5.0,1.0,5.0,2.0,2.0,5.0,1.0,3.0,Often,few hours a day,5.0,19.0,0.0,female,village,Less than 21,False,Yes
232,5.0,3.0,5.0,1.0,4.0,1.0,2.0,5.0,Sometimes,few hours a day,4.0,19.0,2.0,female,village,Less than 21,False,No
233,4.0,4.0,5.0,1.0,1.0,5.0,4.0,2.0,Sometimes,few hours a day,4.0,18.0,1.0,female,city,Less than 21,False,Yes
234,4.0,1.0,3.0,1.0,5.0,5.0,4.0,4.0,Often,few hours a day,5.0,18.0,1.0,female,village,Less than 21,False,Yes
235,5.0,1.0,5.0,5.0,1.0,3.0,2.0,3.0,Sometimes,few hours a day,3.0,16.0,0.0,female,city,Less than 21,False,Yes
236,1.0,1.0,5.0,5.0,3.0,5.0,1.0,2.0,Often,less than an hour a day,3.0,19.0,0.0,female,city,Less than 21,False,Yes
237,5.0,3.0,4.0,2.0,4.0,5.0,5.0,2.0,Rarely,few hours a day,3.0,18.0,3.0,female,city,Less than 21,False,Yes
238,5.0,1.0,5.0,2.0,2.0,3.0,4.0,2.0,Rarely,few hours a day,1.0,19.0,2.0,female,city,Less than 21,False,Yes
239,5.0,2.0,5.0,4.0,1.0,4.0,5.0,2.0,Sometimes,less than an hour a day,3.0,21.0,1.0,female,city,21+,False,Yes
240,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,Rarely,few hours a day,2.0,21.0,1.0,male,city,21+,True,Yes
241,5.0,1.0,5.0,3.0,4.0,5.0,5.0,2.0,Always,few hours a day,5.0,18.0,1.0,female,city,Less than 21,False,Yes
242,3.0,1.0,5.0,3.0,1.0,2.0,,3.0,Often,less than an hour a day,5.0,21.0,0.0,female,city,21+,False,No
243,,1.0,5.0,4.0,4.0,1.0,1.0,5.0,Often,few hours a day,5.0,17.0,0.0,female,city,Less than 21,False,No
244,5.0,2.0,5.0,1.0,1.0,5.0,5.0,2.0,Sometimes,most of the day,3.0,20.0,0.0,female,city,Less than 21,False,Yes
245,5.0,1.0,5.0,3.0,1.0,5.0,1.0,3.0,Sometimes,less than an hour a day,1.0,19.0,1.0,female,city,Less than 21,False,Yes
246,5.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,Sometimes,few hours a day,4.0,27.0,0.0,male,city,21+,False,Yes
247,5.0,2.0,5.0,3.0,1.0,1.0,2.0,3.0,Sometimes,few hours a day,3.0,22.0,2.0,female,city,21+,False,No
248,5.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,Often,few hours a day,3.0,19.0,2.0,female,city,Less than 21,False,Yes
249,5.0,2.0,5.0,4.0,1.0,5.0,5.0,3.0,Often,no time at all,3.0,19.0,3.0,female,village,Less than 21,False,Yes
250,5.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,Often,few hours a day,4.0,20.0,0.0,female,city,Less than 21,False,No
251,5.0,5.0,5.0,2.0,1.0,5.0,1.0,2.0,Sometimes,few hours a day,3.0,19.0,2.0,female,village,Less than 21,False,Yes
252,5.0,2.0,5.0,3.0,1.0,5.0,4.0,5.0,Sometimes,few hours a day,5.0,20.0,0.0,female,village,Less than 21,False,Yes
253,5.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,Rarely,few hours a day,3.0,17.0,2.0,female,city,Less than 21,True,No
254,5.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,Sometimes,few hours a day,3.0,23.0,2.0,female,village,21+,True,Yes
255,5.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,Often,few hours a day,5.0,20.0,2.0,female,city,Less than 21,True,Yes
256,5.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,Sometimes,few hours a day,1.0,20.0,1.0,female,city,Less than 21,False,No
257,5.0,5.0,5.0,4.0,5.0,1.0,2.0,2.0,Sometimes,few hours a day,4.0,19.0,2.0,male,city,Less than 21,False,No
258,5.0,1.0,5.0,2.0,4.0,2.0,1.0,2.0,Rarely,most of the day,4.0,20.0,1.0,female,city,Less than 21,False,No
259,2.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,Sometimes,few hours a day,4.0,19.0,4.0,male,village,Less than 21,False,No
260,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,Sometimes,few hours a day,3.0,19.0,0.0,male,city,Less than 21,False,Yes
261,5.0,1.0,5.0,3.0,4.0,5.0,3.0,4.0,Sometimes,few hours a day,2.0,18.0,1.0,female,city,Less than 21,False,Yes
262,5.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,Often,few hours a day,3.0,19.0,1.0,female,city,Less than 21,False,Yes
263,5.0,3.0,5.0,1.0,3.0,3.0,4.0,1.0,Sometimes,few hours a day,1.0,15.0,3.0,female,city,Less than 21,False,Yes
264,3.0,3.0,5.0,2.0,2.0,5.0,4.0,3.0,Sometimes,few hours a day,3.0,19.0,1.0,female,village,Less than 21,False,Yes
265,5.0,1.0,5.0,1.0,2.0,5.0,4.0,3.0,Sometimes,most of the day,5.0,15.0,1.0,female,city,Less than 21,False,Yes
266,5.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,Often,few hours a day,2.0,19.0,1.0,female,city,Less than 21,False,Yes
267,5.0,2.0,4.0,4.0,3.0,5.0,1.0,1.0,Rarely,few hours a day,3.0,21.0,2.0,female,city,21+,False,Yes
268,5.0,1.0,4.0,1.0,5.0,5.0,5.0,2.0,Sometimes,few hours a day,4.0,19.0,2.0,female,city,Less than 21,True,Yes
269,5.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,Rarely,few hours a day,4.0,17.0,1.0,female,village,Less than 21,False,Yes
270,5.0,2.0,5.0,3.0,1.0,5.0,5.0,3.0,Sometimes,few hours a day,2.0,23.0,1.0,female,city,21+,False,Yes
271,5.0,1.0,5.0,4.0,2.0,5.0,2.0,2.0,Sometimes,less than an hour a day,4.0,24.0,0.0,male,village,21+,False,Yes
272,5.0,1.0,5.0,3.0,3.0,5.0,2.0,3.0,Sometimes,less than an hour a day,4.0,19.0,1.0,female,city,Less than 21,False,Yes
273,5.0,4.0,5.0,3.0,2.0,1.0,4.0,3.0,Often,few hours a day,3.0,19.0,2.0,female,city,Less than 21,False,No
274,5.0,2.0,4.0,5.0,1.0,4.0,4.0,2.0,Rarely,few hours a day,4.0,22.0,0.0,female,city,21+,False,Yes
275,5.0,4.0,5.0,5.0,2.0,2.0,4.0,4.0,Rarely,few hours a day,2.0,20.0,1.0,female,city,Less than 21,False,No
276,5.0,1.0,5.0,4.0,3.0,1.0,3.0,4.0,Sometimes,few hours a day,1.0,21.0,2.0,female,village,21+,False,No
277,5.0,2.0,5.0,5.0,2.0,1.0,5.0,4.0,Sometimes,few hours a day,4.0,19.0,0.0,male,city,Less than 21,False,No
278,5.0,3.0,5.0,4.0,3.0,5.0,1.0,3.0,Often,few hours a day,3.0,19.0,2.0,male,village,Less than 21,False,Yes
279,5.0,2.0,4.0,3.0,1.0,5.0,2.0,4.0,Sometimes,few hours a day,3.0,20.0,1.0,female,city,Less than 21,False,Yes
280,5.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,Sometimes,few hours a day,3.0,18.0,1.0,female,city,Less than 21,False,Yes
281,5.0,3.0,4.0,2.0,1.0,5.0,2.0,4.0,Sometimes,few hours a day,2.0,19.0,1.0,male,city,Less than 21,True,Yes
282,5.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,Sometimes,less than an hour a day,4.0,20.0,2.0,female,city,Less than 21,True,Yes
283,5.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,Sometimes,few hours a day,3.0,22.0,1.0,male,city,21+,True,No
284,1.0,1.0,5.0,2.0,4.0,4.0,3.0,1.0,Sometimes,most of the day,5.0,20.0,2.0,male,city,Less than 21,False,Yes
285,5.0,1.0,5.0,2.0,2.0,5.0,5.0,2.0,Sometimes,few hours a day,4.0,20.0,2.0,female,city,Less than 21,False,Yes
286,5.0,1.0,5.0,4.0,1.0,5.0,4.0,3.0,Never,few hours a day,2.0,27.0,1.0,female,city,21+,False,Yes
287,5.0,3.0,5.0,4.0,1.0,4.0,5.0,3.0,Sometimes,few hours a day,3.0,19.0,1.0,female,city,Less than 21,False,Yes
288,5.0,5.0,4.0,2.0,1.0,3.0,3.0,3.0,Sometimes,few hours a day,3.0,22.0,2.0,male,city,21+,False,Yes
289,5.0,2.0,4.0,5.0,1.0,4.0,1.0,2.0,Rarely,most of the day,1.0,19.0,0.0,male,city,Less than 21,False,Yes
290,4.0,1.0,5.0,4.0,1.0,2.0,1.0,4.0,Often,few hours a day,1.0,20.0,1.0,female,city,Less than 21,False,No
291,4.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,Sometimes,few hours a day,3.0,20.0,1.0,male,village,Less than 21,False,Yes
292,5.0,2.0,5.0,3.0,1.0,5.0,4.0,3.0,Often,few hours a day,4.0,21.0,1.0,female,city,21+,False,Yes
293,5.0,1.0,5.0,4.0,5.0,5.0,2.0,4.0,Never,few hours a day,3.0,16.0,1.0,female,village,Less than 21,False,Yes
294,5.0,1.0,3.0,5.0,1.0,5.0,5.0,4.0,Rarely,less than an hour a day,3.0,19.0,1.0,female,city,Less than 21,False,Yes
295,5.0,1.0,5.0,3.0,1.0,5.0,3.0,2.0,Often,few hours a day,3.0,18.0,1.0,female,village,Less than 21,False,Yes
296,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,Sometimes,few hours a day,1.0,23.0,1.0,male,city,21+,True,Yes
297,5.0,4.0,5.0,1.0,3.0,3.0,1.0,4.0,Sometimes,few hours a day,2.0,19.0,0.0,male,village,Less than 21,False,Yes
298,5.0,2.0,5.0,3.0,1.0,5.0,3.0,3.0,Sometimes,less than an hour a day,4.0,19.0,0.0,female,city,Less than 21,False,Yes
299,5.0,1.0,5.0,3.0,1.0,4.0,5.0,2.0,Often,few hours a day,3.0,22.0,1.0,female,city,21+,False,Yes
300,5.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,Sometimes,most of the day,4.0,18.0,1.0,female,city,Less than 21,False,No
301,4.0,1.0,5.0,5.0,2.0,3.0,1.0,2.0,Often,few hours a day,4.0,20.0,1.0,male,city,Less than 21,False,Yes
302,5.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,Often,less than an hour a day,3.0,19.0,1.0,female,village,Less than 21,False,No
303,4.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,Often,few hours a day,4.0,25.0,1.0,female,city,21+,False,Yes
304,5.0,1.0,5.0,4.0,1.0,1.0,3.0,3.0,Never,few hours a day,3.0,18.0,2.0,female,city,Less than 21,False,No
305,5.0,1.0,5.0,5.0,4.0,5.0,2.0,3.0,Sometimes,few hours a day,2.0,20.0,0.0,female,city,Less than 21,False,Yes
306,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,Often,few hours a day,4.0,15.0,1.0,female,city,Less than 21,False,Yes
307,5.0,1.0,5.0,2.0,5.0,1.0,5.0,5.0,Often,few hours a day,4.0,19.0,2.0,female,city,Less than 21,False,No
308,5.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,Often,few hours a day,3.0,19.0,2.0,female,city,Less than 21,False,Yes
309,5.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,Sometimes,few hours a day,3.0,16.0,0.0,female,village,Less than 21,True,No
310,5.0,5.0,3.0,1.0,2.0,5.0,3.0,4.0,Often,few hours a day,3.0,19.0,1.0,male,city,Less than 21,True,Yes
311,5.0,2.0,5.0,5.0,3.0,2.0,5.0,3.0,Often,few hours a day,3.0,18.0,0.0,female,city,Less than 21,True,No
312,2.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,Sometimes,few hours a day,2.0,15.0,1.0,male,city,Less than 21,False,Yes
313,5.0,2.0,5.0,3.0,1.0,3.0,5.0,2.0,Often,few hours a day,3.0,20.0,1.0,female,city,Less than 21,False,Yes
314,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,Often,few hours a day,3.0,20.0,2.0,male,village,Less than 21,False,Yes
315,5.0,1.0,4.0,4.0,1.0,1.0,5.0,3.0,Often,few hours a day,1.0,20.0,1.0,male,city,Less than 21,False,No
316,5.0,4.0,4.0,3.0,2.0,5.0,3.0,2.0,Sometimes,less than an hour a day,3.0,20.0,1.0,female,city,Less than 21,False,Yes
317,5.0,4.0,5.0,1.0,3.0,5.0,1.0,3.0,Often,few hours a day,3.0,19.0,2.0,male,city,Less than 21,False,Yes
318,5.0,2.0,5.0,3.0,3.0,5.0,5.0,3.0,Sometimes,less than an hour a day,3.0,16.0,0.0,female,city,Less than 21,False,Yes
319,5.0,3.0,5.0,3.0,1.0,3.0,5.0,1.0,Always,few hours a day,3.0,18.0,1.0,female,city,Less than 21,False,Yes
320,5.0,4.0,5.0,5.0,3.0,3.0,1.0,3.0,Often,few hours a day,5.0,20.0,0.0,male,village,Less than 21,False,Yes
321,5.0,3.0,5.0,4.0,1.0,5.0,5.0,3.0,Often,few hours a day,2.0,16.0,0.0,female,city,Less than 21,False,Yes
322,5.0,1.0,4.0,5.0,1.0,5.0,2.0,2.0,Often,few hours a day,2.0,18.0,1.0,female,city,Less than 21,False,Yes
323,5.0,1.0,3.0,2.0,3.0,5.0,4.0,4.0,Sometimes,few hours a day,4.0,20.0,1.0,male,village,Less than 21,False,Yes
324,5.0,2.0,5.0,1.0,2.0,3.0,2.0,3.0,Often,few hours a day,3.0,18.0,1.0,female,city,Less than 21,True,Yes
325,5.0,4.0,4.0,5.0,1.0,5.0,2.0,3.0,Often,less than an hour a day,4.0,19.0,1.0,male,village,Less than 21,False,Yes
326,5.0,3.0,5.0,4.0,4.0,4.0,1.0,1.0,Often,few hours a day,3.0,19.0,0.0,female,city,Less than 21,False,Yes
327,5.0,1.0,5.0,3.0,2.0,5.0,5.0,3.0,Sometimes,few hours a day,5.0,20.0,1.0,female,city,Less than 21,False,Yes
328,5.0,1.0,5.0,1.0,5.0,1.0,1.0,3.0,Sometimes,few hours a day,5.0,18.0,0.0,male,city,Less than 21,False,No
329,5.0,3.0,5.0,3.0,2.0,4.0,2.0,5.0,Sometimes,few hours a day,2.0,17.0,1.0,female,city,Less than 21,False,Yes
330,5.0,3.0,5.0,4.0,1.0,5.0,5.0,2.0,Sometimes,few hours a day,3.0,22.0,0.0,female,city,21+,False,Yes
331,5.0,4.0,5.0,2.0,3.0,5.0,3.0,3.0,Sometimes,few hours a day,3.0,17.0,1.0,male,village,Less than 21,False,Yes
332,4.0,1.0,5.0,3.0,4.0,5.0,3.0,5.0,Often,few hours a day,5.0,22.0,2.0,female,village,21+,False,Yes
333,5.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,Always,few hours a day,3.0,16.0,1.0,female,city,Less than 21,False,Yes
334,5.0,1.0,5.0,4.0,1.0,2.0,4.0,5.0,Often,few hours a day,4.0,24.0,1.0,female,city,21+,False,No
335,5.0,4.0,5.0,5.0,3.0,3.0,1.0,4.0,Rarely,few hours a day,3.0,17.0,1.0,male,city,Less than 21,False,Yes
336,5.0,4.0,5.0,1.0,5.0,4.0,5.0,2.0,Often,few hours a day,5.0,17.0,1.0,male,city,Less than 21,False,Yes
337,5.0,5.0,5.0,3.0,4.0,5.0,3.0,2.0,Never,few hours a day,1.0,17.0,2.0,male,city,Less than 21,True,Yes
338,5.0,2.0,5.0,2.0,3.0,1.0,2.0,4.0,Sometimes,few hours a day,1.0,15.0,3.0,female,city,Less than 21,True,No
339,5.0,1.0,5.0,5.0,1.0,5.0,2.0,3.0,Often,few hours a day,2.0,18.0,2.0,female,city,Less than 21,True,Yes
340,5.0,1.0,4.0,5.0,1.0,1.0,5.0,2.0,Sometimes,few hours a day,4.0,18.0,2.0,female,village,Less than 21,False,No
341,5.0,5.0,5.0,3.0,1.0,2.0,5.0,5.0,Rarely,most of the day,1.0,16.0,1.0,male,village,Less than 21,False,No
342,5.0,3.0,3.0,2.0,4.0,5.0,5.0,2.0,Often,most of the day,3.0,20.0,1.0,female,city,Less than 21,False,Yes
343,5.0,1.0,4.0,2.0,1.0,5.0,3.0,3.0,Often,less than an hour a day,3.0,29.0,2.0,female,city,21+,False,Yes
344,5.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,Often,few hours a day,5.0,24.0,3.0,female,village,21+,False,No
345,4.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,Sometimes,less than an hour a day,4.0,18.0,0.0,female,city,Less than 21,False,Yes
346,5.0,4.0,5.0,5.0,1.0,5.0,1.0,2.0,Sometimes,few hours a day,1.0,17.0,1.0,male,city,Less than 21,False,Yes
347,5.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,Sometimes,most of the day,1.0,18.0,1.0,male,city,Less than 21,False,No
348,5.0,2.0,5.0,3.0,3.0,4.0,5.0,3.0,Sometimes,few hours a day,2.0,16.0,1.0,male,city,Less than 21,False,Yes
349,5.0,4.0,5.0,3.0,2.0,5.0,5.0,2.0,Often,few hours a day,3.0,17.0,2.0,female,city,Less than 21,False,Yes
350,2.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,Sometimes,most of the day,3.0,20.0,2.0,male,city,Less than 21,False,Yes
351,5.0,1.0,5.0,3.0,5.0,5.0,5.0,3.0,Often,few hours a day,4.0,16.0,1.0,female,village,Less than 21,False,Yes
352,5.0,1.0,5.0,1.0,1.0,2.0,3.0,4.0,Sometimes,few hours a day,3.0,19.0,1.0,male,city,Less than 21,True,No
353,5.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0,Often,few hours a day,3.0,18.0,1.0,female,city,Less than 21,False,Yes
354,5.0,3.0,5.0,3.0,4.0,4.0,3.0,1.0,Always,few hours a day,4.0,20.0,1.0,female,city,Less than 21,False,Yes
355,5.0,2.0,5.0,4.0,4.0,1.0,5.0,3.0,Always,few hours a day,4.0,19.0,1.0,male,city,Less than 21,False,No
356,4.0,2.0,4.0,5.0,5.0,3.0,1.0,1.0,Sometimes,few hours a day,3.0,18.0,1.0,male,city,Less than 21,False,Yes
357,5.0,3.0,4.0,1.0,3.0,5.0,5.0,3.0,Often,few hours a day,2.0,21.0,0.0,male,city,21+,False,Yes
358,4.0,2.0,5.0,5.0,2.0,5.0,4.0,3.0,Often,less than an hour a day,4.0,19.0,2.0,male,city,Less than 21,False,Yes
359,5.0,2.0,5.0,5.0,1.0,5.0,5.0,3.0,Sometimes,few hours a day,1.0,20.0,2.0,female,city,Less than 21,False,Yes
360,5.0,1.0,5.0,4.0,5.0,2.0,2.0,4.0,Often,few hours a day,3.0,23.0,1.0,female,city,21+,False,No
361,5.0,1.0,5.0,4.0,1.0,5.0,1.0,1.0,Sometimes,less than an hour a day,4.0,19.0,1.0,female,village,Less than 21,False,Yes
362,5.0,2.0,5.0,5.0,1.0,3.0,5.0,3.0,Often,few hours a day,5.0,19.0,2.0,female,city,Less than 21,False,Yes
363,5.0,1.0,5.0,5.0,1.0,3.0,5.0,3.0,Often,few hours a day,5.0,19.0,2.0,female,city,Less than 21,False,Yes
364,2.0,2.0,5.0,3.0,2.0,1.0,4.0,4.0,Often,few hours a day,4.0,20.0,2.0,male,city,Less than 21,False,No
365,5.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,Sometimes,few hours a day,3.0,24.0,5.0,male,village,21+,True,No
366,5.0,3.0,5.0,1.0,5.0,1.0,1.0,3.0,Always,most of the day,4.0,19.0,1.0,male,city,Less than 21,True,No
367,5.0,3.0,5.0,5.0,1.0,3.0,1.0,3.0,Often,few hours a day,5.0,20.0,2.0,male,village,Less than 21,True,Yes
368,5.0,,5.0,3.0,1.0,5.0,1.0,3.0,Often,few hours a day,4.0,18.0,1.0,female,,Less than 21,False,Yes
369,5.0,5.0,4.0,4.0,4.0,5.0,2.0,2.0,Sometimes,less than an hour a day,4.0,17.0,1.0,male,village,Less than 21,False,Yes
370,5.0,1.0,5.0,4.0,2.0,5.0,5.0,2.0,Sometimes,few hours a day,3.0,19.0,2.0,female,village,Less than 21,False,Yes
371,5.0,2.0,5.0,2.0,5.0,3.0,2.0,1.0,Sometimes,few hours a day,3.0,19.0,4.0,female,village,Less than 21,False,Yes
372,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,Rarely,most of the day,3.0,20.0,2.0,male,city,Less than 21,False,No
373,5.0,1.0,5.0,5.0,1.0,1.0,2.0,4.0,Sometimes,most of the day,4.0,20.0,0.0,male,city,Less than 21,False,No
374,5.0,3.0,5.0,2.0,1.0,5.0,5.0,4.0,Often,few hours a day,1.0,21.0,1.0,female,city,21+,False,Yes
375,5.0,,5.0,2.0,3.0,1.0,5.0,2.0,Sometimes,few hours a day,4.0,20.0,2.0,female,city,Less than 21,False,No
376,5.0,1.0,5.0,2.0,1.0,5.0,5.0,2.0,Often,few hours a day,1.0,20.0,1.0,female,city,Less than 21,False,Yes
377,5.0,1.0,5.0,3.0,5.0,4.0,1.0,4.0,Sometimes,few hours a day,3.0,17.0,0.0,female,village,Less than 21,False,Yes
378,5.0,3.0,5.0,4.0,5.0,5.0,2.0,2.0,Often,few hours a day,2.0,20.0,2.0,female,city,Less than 21,False,Yes
379,5.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,Often,few hours a day,3.0,25.0,2.0,male,city,21+,False,Yes
380,5.0,5.0,5.0,3.0,2.0,4.0,2.0,2.0,Sometimes,most of the day,4.0,20.0,1.0,female,city,Less than 21,True,Yes
381,5.0,1.0,5.0,5.0,2.0,5.0,2.0,1.0,Sometimes,few hours a day,2.0,21.0,1.0,female,city,21+,False,Yes
382,5.0,4.0,5.0,4.0,1.0,5.0,5.0,2.0,Often,few hours a day,2.0,21.0,0.0,female,village,21+,False,Yes
383,5.0,2.0,5.0,1.0,5.0,1.0,2.0,2.0,Sometimes,most of the day,3.0,22.0,1.0,male,city,21+,False,No
384,5.0,1.0,2.0,2.0,5.0,1.0,5.0,4.0,Sometimes,few hours a day,2.0,19.0,1.0,female,city,Less than 21,False,No
385,5.0,3.0,5.0,3.0,3.0,1.0,1.0,3.0,Rarely,few hours a day,2.0,25.0,1.0,male,city,21+,False,No
386,5.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,Sometimes,few hours a day,4.0,19.0,0.0,female,city,Less than 21,False,No
387,5.0,2.0,5.0,2.0,2.0,5.0,1.0,3.0,Sometimes,few hours a day,4.0,25.0,2.0,female,city,21+,False,Yes
388,5.0,3.0,5.0,3.0,4.0,5.0,5.0,2.0,Sometimes,few hours a day,3.0,25.0,1.0,female,city,21+,False,Yes
389,5.0,1.0,5.0,2.0,2.0,3.0,2.0,3.0,Always,few hours a day,4.0,21.0,0.0,female,city,21+,False,Yes
